category,text
nat-gas,"NE ELECTRIC SEES HIGHER CONSTRUCTION OUTLAYS  New England Electric System &lt;NES>  expects its cash construction spending to reach 205 mln dlrs  this year, up from 188 mln dlrs in 1986, the utility said in  material distributed at an analysts meeting.      It said spending is expected to advance to 215 mln dlrs in  1988 and 220 mln dlrs in 1989.      The utility said these totals exclude spending on New  England Hydro-Transmission being built to import electricity  from Quebec Hydro. New England Electric is the operator of this  venture as well as owning 51 pct of the project.      The venture expects to spend 65 mln dlr this year, 105 mln  dlrs next year and 125 mln dlrs in 1989 to build transmission  lines from northern Quebec into New England, the utility said.      New England Electric said internally generated funds will  cover all of its power plant construction costs this year and  65 pct of the 108 mln dlrs its retail distribution units plan  to spend in 1987.      The company said it also expects to spend 60 mln dlrs on  its oil and gas activities this year, adding internally  generated funds are expected to provide 85 pct of this total.      New England Electric said it plans to issue 30 mln dlrs  worth of pollution control bonds in 1987 and retire additional  higher cost preferred stock. Its Granite State Electric unit  plans to issue five mln dlrs of long term notes early this year  as well.      The company said it does not plan to offer common shares  this year or in the foreseeable future, but expects to raise  about 40 mln dlrs in equity through the sale of stock under its  dividend reinvestment plan and employee share plans.      President Samuel Huntington told the analysts the  construction spending projection is based on the expectation  that demand for electricity in the New England electric system  will grow about two pct a year for the next 15 years.      However, the utility cannot ignore the potential for  sharper growth, he said, pointing out that demand was up 5.2  pct in 1986 and 4.7 pct per year in the past four years.      He attributed this growth to declining electricity prices  and a strong New England economy.      Huntington said New England Elecetric has ""all but rejected  new coal fired plants"" to supply additional power.      He said the most attractive new power supplies are those  with short lead times which can be built in modules.      Later, vice president Glenn Schleede said the utility is  looking at gas-fired, combined cycle generating units to supply  most of its new power needs, but has not rejected coal-fired  fluidized bed units.      He explained that fluidized bed technology is available in  modular units, adding that Huntington was referring to the  traditional coal-fired plant which burns pulverized coal.  "
livestock,"U.S. COLD STORAGE STOCKS - MARCH 1 FROZEN PORK BELLIES - LBS - 34,471,000, VS A REVISED 34,900,000 ON FEB 1 AND 51,218,000 A YEAR AGO.  U.S. COLD STORAGE STOCKS - MARCH 1 FROZEN PORK BELLIES - LBS - 34,471,000, VS A REVISED 34,900,000 ON FEB 1 AND 51,218,000 A YEAR AGO.  "
nat-gas,"ENDEVCO &lt;EI> AGREES TO BUY MISSISSIPPI PIPELINE  Endevco Inc said it has agreed to acquire  a 17.5-mile, 16-inch pipeline in Marion and Pearl River  Counties, Mississippi, for undisclosed terms.      The company said the pipeline was recently constructed from  the Poplarville gas field in Pearl River County to a proposed  interconnect with a pipeline operated by Occidental Petroleum  Corp's &lt;OXY> United Gas Pipe Line Co subsidiary in Marion  County but has nmot been placed in service.      Endevco said it plans to extend its existing Mississippi  Fuel Co System in southern Mississippi 18 miles to the new  pipeline.  "
gold,"PLACER PACIFIC SAYS BIG BELL GOLD STUDY EXPANDING  &lt;Placer Pacific Ltd> said it will  undertake a full feasibility study of Western Australia's Big  Bell gold prospect.      Results of an economic evaluation of the find, in which  Placer has an option with &lt;Australian Consolidated Minerals  Ltd> (ACM) to earn a 50 pct interest, were encouraging enough  to warrant a full study, Placer said in a statement.      Big Bell, in the Murchison goldfield 540 km north east of  Perth, was founded in 1904. Between 1937 and 1955 it yielded  22.8 tonnes of gold and 7.8 tonnes of silver while milling  about 30,000 tonnes of ore a month.      Placer has said the prospect has an estimated 14 mln tonnes  of ore with a three-gram-per-tonne concentration accessible by  open-pit mining and a further 4.5 mln tonnes with a  4.4-gram-a-tonne concentration between 300 and 600 meters  underground.      It said it was obliged to produce the feasibility study no  later than December 31 this year by which time it would have  spent three mln dlrs on Big Bell.      If the results are positive and a commitment to develop  made then construction would take about 12 months, Placer said.  "
nat-gas,"CANADA APPROVES U.S. GAS EXPORTS BY PROGAS  ProGas Ltd was issued an export licence  to sell 10.3 billion cubic meters of natural gas to Ocean State  Power Co of Burrillville, Rhode Island, the federal energy  department said.      The sale, covering a 20 year period beginning May 1, 1989,  was previously recommended by the National Energy Board.      Contract terms were not released.  "
nat-gas,"LNG IMPORTS FROM ALGERIA UNLIKELY IN 1987  Liquefied natural gas imports from  Algeria are unlikely to happen in 1987 even though its  economically feasible, U.S. industry analysts sources said.      Youcef Yousfi, director-general of Sonatrach, the Algerian  state petroleum agency, indicated in a television interview in  Algiers that such imports would be made this year.      ""Contract negotiations, filing with the U.S. government and  the time required to restart mothballed terminals will delay  the import until 1988/1989,"" Daniel Tulis, a natural gas  analyst with Shearson Lehman Bros. said.      Sonatrach is currently negotiating with two of its former  customers, Panhandle Eastern &lt;PEL> and Distrigas, a subsidiary  of Cabot Corp &lt;CBT> to resume LNG export, company officials  told Reuters. A third, El Paso Gas, a subsidiary of Burlington  Northern &lt;BNI>, has expressed no interest.      Industry analysts said some imports of Algerian LNG were  feasible. ""On a marginal cost basis, the companies that have  made capital investment to handle LNG import can operate  profitably even in the current price environment,""  Frank  Spadine, an energy economist with Bankers Trust, said.     Analysts did not forsee a major impact from Algerian imports  on U.S. prices which are currently soft but expected to trend  higher by the end of 1987.      A decline in gas drilling and the time lag to bring Gulf of  Mexico productions onstream will tighten gas supplies and firm  prices, Shearson's Tulis said.     In this context, Algerian LNG import would be a source of  supplemental supply to U.S. domestic production, he added.      Company sources currently in talks with Algeria agree,  saying that Algerian LNG would only serve to meet peak demand.      Company sources also said that any negotiations with  Algeria would emphasize looser arrangements which would relate  volumes to market requirements and prices to U.S. spot market  values.  "
gnp,Japan October/December GNP up 0.8 pct (July/Sept revised 0.7 rise) - official  Japan October/December GNP up 0.8 pct (July/Sept revised 0.7 rise) - official  
nat-gas,"SANTOS TO ACQUIRE TOTAL EXPLORATION AUSTRALIA  Santos Ltd &lt;STOS.S> said it would buy  &lt;Total Exploration Australia Pty Ltd> from &lt;Total Holdings  (Australia) Pty Ltd, a wholly-owned subsidiary of Total-Cie  Francaise des Petroles &lt;TPN.PA>.      Total Exploration had interests ranging from 18.75 to 25  pct in four blocks in permit ATP259P in south-west Queensland,  Santos said in a statement.      The Santos group stakes will rise to between 52.5 and 70  pct of the four ATP259P blocks as a result of the purchase. The  price was not disclosed.      Santos said a number of oil and gas fields have been  discovered in the Total Exploration areas and that it regards  them as having very good prospects for further discoveries.      Total's reserves amount to 75 billion cubic feet of gas and  5.5 mln barrels of oil and condensate, it said.      It said it will promote a vigorous exploration program in  the areas for the rest of 1987 and in the future.      The acquisition is the latest in a series by Santos as part  of a program to expand from its origins in the South Australian  Cooper Basin.  "
livestock,"U.S. SENATORS SEEK TO EXPAND USDA EXPORT BONUS  Leading U.S. farm state senators are  seeking to insert into the Senate's omnibus trade bill a  provision that would broaden eligibility requirements under the  U.S. Agriculture Department's export enhancement program, EEP,  to include traditional buyers of U.S. farm products, including  the Soviet Union, Senate staff said.      Under existing criteria, USDA can offer EEP subsidies to  recoup export markets lost to competing nations' unfair trading  practices.      Senate Agriculture Committee Chairman Patrick Leahy (D-Vt.)  is leading a group of farm state senators in an effort to  broaden the criteria in such a way as to enable Moscow to be  eligible for the subsidies, sources said.      The senators -- including Senate Finance Committee Chairman  Lloyd Bentsen (D-Tex.), Max Baucus (D-Mont.), David Pryor  (D-Ark.), John Melcher (D-Mont.) and Thad Cochran (R-Miss.) --  also may fold into the trade bill a measure to shield pork  producers and processors from Canadian imports.      The measure, sponsored by Sen. Charles Grassley (R-Iowa),  would clarify the definition of ""industry"" in determining whether  or not imports were causing injury to U.S. producers.      Grassley's bill stems from a 1985 decision by the  International Trade Commission that imports from Canada of live  swine -- but not fresh, chilled and frozen pork -- were harming  U.S. producers.      The bill's proponents have argued Canada has simply  replaced shipments of live hogs with fresh pork.  "
nat-gas,"FERC ISSUES TAKE-OR-PAY GAS POLICY PLAN  The Federal Energy Regulatory  Commission (FERC) issued a proposed policy statement for the   recovery of take-or-pay costs imposed by existing natural gas  contracts between producers and pipelines.      It put out the statement, by 5-0 vote, for a 30-day comment  period. It also put out an alternative policy statement by  Commissioner Charles Stalon.      FERC said in a press release that ""the proposed policy  statement estblishes an exception to the commission's general  policy that take-or-pay buy-out and buy-down costs must be  recovered through pipeline' commodity sales rates.""      FERC added that ""specifically, in cases where pipelines  assume an equitable share of buy-out or buy-down costs, the  commission proposes to permit the pipelines to recover the  remaining costs through their demand rates.""      It said it wanted guidelines for buying out and reforming  existing contracts to help spread the impact of these  take-or-pay costs in a responsible, fair and equitable way.      Commission chairwoman Martha Hesse said ""this proposal  represents the commission's sincere attempt to help the  industry through this difficult period of transition to a more  competitive market.""      Hesse said ""it is my hope that our proposed policy will  encourage and guide the timely resolution of take-or-pay  contractual disputes that have impeded the industry's  transition to a more competitive environment.  It is vital to  the industry that we get this problem behind us.""  "
nat-gas,"STANDARD OIL &lt;SRD> IN TEXAS NATURAL GAS FIND  Standard Oil Co said the Friendswood  Development Number One well in the Fostoria or Deep Wilcox  Field of Montgomery County, Texas, flowed 4,500,000 cubic feet  of natural gas per day from depths of 14,252 to 14,486 feet  through a 14/64 inch choke.      It said it has contracted for Perry Gas Cos Inc to purchase  natural gas from the well, and Perry will build a four-inch  gathering pipeline to connect to Natural Gas Pipeline Co's  transmission line.  "
gnp,"DUTCH PLANNING AGENCY FORECASTS LOWER GROWTH  Dutch economic growth is slowing as a  firming guilder cuts competitiveness abroad and industries  reduce the pace of investment, the Dutch official planning  agency CPB said.      The Centraal Planbureau, publishing its 1987 economic  outlook, said Dutch Net National Income (NNI) was expected to  grow by one pct this year, down from two pct growth recorded in  1986 and 2.5 pct in 1985 and 1984.      Dutch Gross National Product is expected to rise to 432.20  billion guilders in 1987 in constant prices, a two pct increase  from last year's 423.95 billion.      The CPB, forecasting an 8.5 pct increase in the value of  the guilder on a trade-weighted basis compared with 10.0 pct  last year, said the dollar was expected to trade at an average  of 2.0 guilders in 1987 compared with 2.45 guilders in 1986.      ""The higher guilder is causing a substantial fall in unit  labour costs abroad, when measured in guilder terms, while  these are rising slightly in the Netherlands,"" the CPB said.      More of economic growth now depended on domestic  consumption, the CPB said, but noting that higher margins set  by domestic producers and importers mitigated the effect on  purchasing power of lower import costs and deflation.      Consumer prices were set to fall by 1.5 pct this year, the  CPB said. Inflation was zero last year.      Gross investment in industry was expected to grow by five  pct this year, a slowdown compared with 11.5 pct growth last  year, the CPB said.      Exchange rate and oil price fluctuations will continue to  condition the Dutch economy in the future as it has in recent  years, the CPB said, noting a continued depressing impact of  these factors on Dutch competitiveness.      In addition, it noted a slight rise in taxation and social  security costs to employers.      The CPB, forecasting a rise in the budget deficit to 7.2  pct of Net National Income in 1987 from 6.3 pct last year,  urged the government to cut expenditure further to bring down  the deficit and reduce tax and social security payments in  future.      Dutch government revenue is being depressed further by  falling income from natural gas sales in 1987, the CPB said.      It said unemployment was expected to fall to 675,000 this  year from 710,000 last year.      While the two pct GDP growth forecast set by the CPB is  within its latest forecast, issued last month, of 1.5 to two  pct growth, the figure is well above recent market estimates.      Dutch merchant bank Pierson, Heldring en Pierson said in  its February economic outlook that GDP growth at constant  prices was expected to be 1.1 pct this year and market analysts  had expected the CPB's final forecast to be below its own  latest estimate.      ""It is too early to comment because I haven't seen the whole  document yet, but it would seem we are more pessimistic in some  of our estimates,"" a Pierson economist said.      The CPB forecast 2.5 pct export growth in volume terms in  1987, after four pct growth last year. Excluding energy  exports, the 1987 figure would be two pct, it said.      Imports were set to rise by 4.5 pct this year compared with  four pct in 1986 in volume terms, the CPB said.      The balance of payments would see a sharp decline in the  surplus, to six billion guilders in 1987 compared with 12.1  billion last year, the CPB forecast.  "
gnp,"BELGIAN GOVERNMENT TO CUT FINANCIAL REQUIREMENT  Belgian Prime Minister Wilfried  Martens announced to Parliament a plan to reduce the 1987  government financing requirement by 20.6 billion francs.      He said this will enable the requirement to be held to  419.7 billion francs, against the previous government target of  417.8 billion, or eight pct of gross national product.      Martens said following a lowering of government estimates  of 1987 nominal GNP growth and a re-estimation by government  departments of 1987 spending, the government calculated that  unless action was taken, the requirement would exceed the  target by 22.5 billion francs.      Martens said the plan involved raising non-fiscal receipts  by 5.8 billion francs and reducing spending by 14.3 billion.  The remaining 0.5 billion francs will be raised through  treasury operations.      Martens said the money is being found through a series of  small economies and confirmed that it includes the raising of  two billion francs through the sale of part of the government's  50 pct holding in the gas company Distrigaz.      Last year, the government announced a major program  designed to cut 1987 spending by 195 billion francs.      The program was designed to get Belgium out of what the  government said was a ""snowball effect"" under which the  government constantly borrowed more to finance budget deficits  which were due largely to the cost of servicing and repaying  existing debt.      In 1986, the government financing requirement is estimated  at 561 billion francs or 11.0 pct of GNP.  "
gnp,"SOUTH AFRICA GDP UP 4.7 PCT IN 1986 LAST QUARTER  The South African Reserve Bank,  confirming previous estimates, said real gross domestic product  in the 1986 fourth quarter grew at a seasonally adjusted annual  rate of 4.7 pct versus 4.6 pct in the third quarter and 1.3 pct  in the 1985 final quarter.      The bank, in its latest quarterly review, said the nominal  growth rate for the year did not quite reach one pct after a  1.5 pct contraction in 1985.      But it said when the strengthening of the terms of trade is  taken into account, the real GNP in 1986 advanced by 1.5 pct  compared with a decrease of 0.5 pct in 1985.      GDP is the total value of goods and services produced by an  economy but omits income from abroad.  GNP includes such  payments or outflows.      The bank also said there were indications the country's  economic recovery was becoming more broadly based.      With the exception of commerce all major sectors of the  economy contributed to the fourth quarter rise in domestic  production.      The bank said major increases in foreign reserves were  recorded in January, February and the first half of March 1987.  Reserves rose by 1.70 billion rand during January and February.      Total reserves in 1986 declined by 189 mln rand to 5.70  billion rand and were equivalent to about 14.5 pct of the total  annual value of import payments.      The current account surplus amounted to 7.20 billion rand  in 1986 versus 5.90 mln the previous year.      The bank said continuing strength of the current account  has allowed foreign reserves to be ""rebuilt to more comfortable  levels.""      ""This has strengthened the authorities' hands in lending  support to the exchange rate of the rand if such action were to  be called for,"" the bank said.  "
nat-gas,"PHILLIPS &lt;P> TO EMPHASIZE CASH FLOW TO PARE DEBT  Phillips Petroleum Co will emphasize  improving its short-term cash flow this year to pare its debt,  C.J. ""Pete"" Silas, chairman, told Reuters in an interview.      ""Our priority is to get cash flow increased from the assets  already installed,"" he said, but he declined to estimate annual  cash flow for 1987.      Analysts estimate Phillips"" cash flow at over one billion  dlrs for 1987, while long term debt, which resulted from  restructuring to find off corporate raiders in 1985, hovers  about 5.9 billion dlrs as of December 1986.       Silas said Phillips hope to achieve its goal by raising  the capital expenditures budget to develop its oil and gas  properties.      ""We plan to develop the properties with short-term high cash  flow prospects,"" he said. He projected a capital expenditure  budget of 730 mln dlrs, up from the 1986 expenditure of 655 mln  dlrs.      Nearly half of that will be spent on exploration and  production, and most of that will be spend overseas, Silas  said.      ""Phillips' top priority in 1987 will be to get the  waterflooding in Norway and jack up the (Ekofisk) oil fields to  improve our ability to extract oil and increase earnings,"" Silas  said.       Phillips estimates that the project, which is expected to  cost 1.5 billion dlrs, will increase recovery by 170 mln gross  barrels of oil over a period of 24 years.      Phillips is also pursue opportunities in China where Silas  said he was seeking ""a modification of terms with the Chinese  government to make oil discoveries (in the offshore Xijang  fields) commercially viable.""      In the U.S. Silas said Phillips hopes to get the Point  Arguello, Calif., field started up by the fourth quarter. ""We  expect to start up the first platform then,"" Silas said.      But emphasis on short-term cash flow has also forced the  company to part with several oil and gas assets.      Phillips sold its interests in the T-Block in the U.K.  North Sea and U.S. reserves totaling about 1.3 billion dlrs in  1986 as part of a two billion dlrs asset sales program that is  now completed, Silas said.       ""We sold high cost producing assets. They were not good  value for us but possibly so for someone else,"" Silas said.      Silas said the 1986 assets sales will not affect earnings  for the company.      ""Everything we are doing is to manage our cash flow and we  are using that to manage our debt. Even the asset sales, while  regrettable, were necessary to reduce debt,"" Silas said.      He said no asset sales are planned this year as long as oil  prices don't fall sharply lower and stay at lower levels  for  several months. ""Then, everyone would be looking at sales (of  assets), and we're no different from the others,"" Silas said.      In other areas, Silas looks for improved earnings from  Phillips chemical operations, which provided 299 mln dlrs in  earnings for 1986, up from 219 mln dlrs in 1985.      ""This was our second best year pushed by a good supply and  demand balance for products, low feedstocks and energy costs  for our operations,"" Silas said, ""In 1987 we think the market's  supply and demand balance will be just as good but feedstock  and energy costs will rise due to price recovery.""  "
livestock,"AMERICAN PORK CONGRESS KICKS OFF TOMORROW  The American Pork Congress kicks off  tomorrow, March 3, in Indianapolis with 160 of the nations pork  producers from 44 member states determining industry positions  on a number of issues, according to the National Pork Producers  Council, NPPC.      Delegates to the three day Congress will be considering 26  resolutions concerning various issues, including the future  direction of farm policy and the tax law as it applies to the  agriculture sector. The delegates will also debate whether to  endorse concepts of a national PRV (pseudorabies virus) control  and eradication program, the NPPC said.      A large trade show, in conjunction with the congress, will  feature the latest in technology in all areas of the industry,  the NPPC added.  "
livestock,"U.S. DOLLAR LOSSES PROPEL BROAD COMMODITY GAINS  Commodities from gold to grains to  cotton posted solid gains in a flurry of buying today as losses  in the U.S. dollar and rising interest rates kindled fears of  inflation and economic instability.      Gains were most pronounced on the Commodity Exchange in New  York, where gold jumped 12.40 dlrs and closed at 436.50 dlrs a  troy ounce, and silver 22.5 cents to 6.86 dlrs a troy ounce.      A key factor behind the advance was anticipation that  inflation will be the only way for the major industrial nations  to halt the slide in the value of the U.S. dollar, said Steve  Chronowitz, director of commodity research with Smith Barney,  Harris Upham and Co., in New York.      The dollar tumbled one day after top finance officials from  the seven largest industrial nations reaffirmed their  commitment to support its value, and despite reports of  intervention by the U.S. Federal Reserve Bank, traders said.      Traders said it appears that the industrial nations, known  as the Group of Seven, lack the ability to change the long-term  direction of the currency markets.      ""Maybe they have some ideas or plans,"" said Chronowitz. ""If  they do, it's not evident.""      ""It looks like there's no cure but to let the free market  take values to where they should be.      ""One way or another, we will force our major trading  partners to stimulate their economies,"" as a measure to correct  the mounting U.S. trade deficit, Chronowitz said.      ""I think the markets believe, and have believed for a long  time, that the only recourse is to reflate at some point. It's  going to be a long and tedious process, but that's what's  happening,"" he said.      The falling value of the dollar makes U.S. commodities  cheaper for foreign buyers, stimulating demand.      At the same time, traders who are holding stocks and bonds  saw the value of their investments falling and many are turning  to commodities such as precious metals as a hedge, said Marty  McNeill, a metals analyst in New York with the trading house of  Dominick and Dominick.      The reaction in the metal markets reverberated throughout  the commodities markets, as grains, livestock, and cotton  posted broad gains.      Traders at the Chicago Board of Trade said attention in the  grain markets has shifted from concern about burdensome  supplies to the outlook that a lower dollar will stimulate  export demand.      After the close of trading, the Agriculture Department  raised its estimate for grain imports by the Soviet Union by  two mln tonnes from the month-earlier report.      Live hogs and frozen pork bellies posted sharp gains on the  Chicago Mercantile Exchange, while live cattle were moderately  higher.      Analysts said several factors boosted hog prices. They said  hogs haven't been making the weight gains that are normal at  this time of year, and farmers have been too busy with field  work to market animals.  "
gold,"PROPOSED JAPAN TAX MAY DAMPEN TOKYO GOLD TRADING  A proposed sales tax on gold transactions  could put a damper on the Tokyo market and encourage a shift of  trading to Hong Kong and Singapore, senior vice president and  Tokyo branch manager of Credit Suisse Paul Hofer told a press  conference.      ""If you impose five pct on both buy and sell transactions,  Tokyo participants in the gold market could be out of business,""  he said. The tax would create such a spread that Japanese would  be unable to compete in the international market, he added.      ""How can the government really raise taxes if the system  they impose is prohibitive of generating business?"" he said.      The government now imposes a 15 pct tax on physical trades  exceeding 37,500 yen for gold jewellery and coins and a 2.5 yen  tax per 10,000 yen on futures transactions, gold dealers said.      The new five pct tax would be imposed on companies trading  more than 100 mln yen a year and apply to paper gold trades,  gold deposits with banks and trading of gold bars as well as  that of jewellery and coins, dealers said.      However, the tax would lower the rate on jewellery and  coins to only five pct from the current 15 pct, they said.      Hofer said in 1982 Switzerland had imposed a 5.6 pct gold  turnover tax on Jan 1, 1980, but abolished it on Oct 1, 1986.      A study by one of the Swiss banks showed that in early  1980, the first year of the tax, the volume for all Swiss banks  fell by up to 25 pct compared with 1978 and 1979, Hofer said.      Transactions of paper gold also fell up to 75 pct of the  volume prior to imposition of the tax, he said.      While gold transactions in Switzerland decreased, the  volume of trades outside the country, particularly in London  and Luxembourg, increased between 10-25 pct, Hofer said.      Japan is a major importer of gold, buying a yearly average  just under 200 tonnes, gold dealers said.      Last year Japan imported about 600 tonnes of gold, but the  government had bought about 300 tonnes for minting coins to  commemorate the 60th year of Emperor Hirohito's reign, dealers  said.      Gold trading in Tokyo is dominated mainly by Japanese  trading companies, while Credit Suisse is the major foreign  participant.      Daily turnover in the Tokyo spot market ranges between one  and 10 tonnes with the average around three tonnes, while  futures turnover amounts to about four tonnes, gold dealers  said.      ""All of us are concerned daily with the fact that the Tokyo  market is growing, that Japan is becoming one of the three  major financial markets in the world ... And in my personal  opinion I think it would be a very big mistake to put a damper  on this positive growth or developments by imposing such a tax,""  Hofer said.      ""I don't think it fits the philosophy of an  internationalising market,"" he added.      Officials of several major Japanese trading houses,  attending the press conference, said they supported Credit  Suisse's call for the government not to impose the gold tax.  "
gnp,"WORLD BANK REPORT CRITICISES PERU ECONOMIC PLAN  a confidential world bank report on the  peruvian economy said the government's strategy does not offer  good prospects for medium and long-term growth and is likely to  quickly lead to inflation.      The report, published today by an economic monthly, the  peru report, said the success of president alan garcia's  government in stimulating output last year to achieve eight pct  gross domestic product growth ""represents gains in the short  term at the expense of the long.""      Government officials had no immediate comment on the  report, which advised a reduction in the overall size of the  public investment programme and greater emphasis on the  preservation of peru's export potential.      The report said that although the government had succeeded  in cutting inflation 50 pct a year in the first half of 1985 to  under 70 pct, its stabilisation and reactivation programme was  encountering increasing difficulties.      ""an early renewal of inflationary pressures, linked to  monetary expansion, exchange rate devaluation and an easing of  price controls, appears not improbable,"" it added.    "
livestock,"INT'L MINERALS PROJECT TO BOOST HOG LEAN WEIGHT  International Minerals and  Chemical Corp said its board approved a 50 mln dlrs budget over  the next several years to build production facilities for a  newly developed product to be used to improve the lean weight  of hogs.      The new product, porcine somatotropin (PST) is described as  a natural bio-synthetic protein that improves the lean weight  and rate of weight gain, as well as reduces the cost of feed  for market hogs, the company said.      Specific details of the PST production project, including  sites for proposed facilities and engineering plans, were not  disclosed. International Minerals said it set a completion  target for the spring of 1989, by which time necessary Food and  Drug Administration approvals are expected to be obtained.  "
gnp,"REAGAN UPBEAT ABOUT LATEST GNP FIGURES  President Reagan said the 1.1 pct  U.S. economic growth rate during the final quarter of 1986  ""wasn't all that bad.""      The Commerce Department said the rate of growth of the  Gross National Product in the October-December period was only  slightly less than a preliminary estimate of 1.3 pct made  earlier.      At the same time, it said inflation, as measured by the GNP  price deflator, rose by 0.7 pct during the period.      Asked his reaction to the GNP report during a White House  photo session, Reagan replied, ""It wasn't all that bad.""  "
gnp,"IMF URGES BELGIUM TO MAKE FURTHER SPENDING CUTS  The Belgian government, which  introduced large-scale public spending reductions last year,  has been told by an International Monetary Fund team there is  scope for further cuts in 1988.      The suggestion is contained in the preliminary conclusions  of the annual IMF consultations with Belgium on its economic  policy, a copy of which was distributed to journalists at the  weekly press conference following meetings of the cabinet.      The IMF team also urges Belgium to adopt a firm interest  rate policy, with a particular emphasis on long-term rates.      The team's report to the government praises last year's  spending cuts, which are due to reduce 1987 government spending  by 195 billion francs, and says 1986 saw the Belgian economy  perform ""better, on a broader basis, than at any time so far in  the 1980s.""      However, it adds that with lower inflation, stabilisation  of the debt to gross national product ratio requires a much  lower budget deficit than the seven pct of GNP target the  government has set itself for 1989.      The government's net financing requirement was 11.0 pct of  GNP in 1986.      The report says ""The most that can be afforded over the next  few years is a zero growth of real non-interest expenditure of  general Government.""      It says there is a need for a revision of the Belgian tax  system to iron out distortions and meet hopes of a reduced tax  burden but substantial progress is needed in stabilising the  debt to GNP ratio before this is possible.      ""Because of the difficulty of sustaining zero expenditure  growth and of likely growing impatience (for) tax reductions,  we feel that your position would be stronger if you could  decide on rather sharp expenditure reductions in 1988,"" the  report adds.      The IMF urges a strong interest rate policy to signal the  government's determination to keep its currency strong and to  curb inflation.      It says firmer long-term rates would slow private net  long-term capital outflows, which increased strongly in 1986.      It also urges net repayments of foreign currency debt and  an overhaul of domestic capital markets to facilitate the  subscriptions by non-residents of government bond issues in  Belgian francs.  "
gnp,"HIGHER GROWTH, UNEMPLOYMENT IN FRANCE, OECD SAYS  France's growth rate is expected to  strengthen in the second half of this year after a poor first  half, but unemployment will worsen, the Organisation for  Economic Cooperation and Development (OECD) said.      In its semi-annual review of the world economy, the OECD  forecast that growth in the French Gross Domestic Product (GDP)  would run at about two pct in the next six months. It said the  rate would be in line with the 1986 trends, but significantly  higher than in the first half of this year.      The OECD said France's economic situation has deteriorated  somewhat during the early months of 1987.       Activity has slowed, primarily reflecting an inventory  adjustment, while unemployment has risen rapidly and inflation  has reaccelerated, the OECD said. Unemployment is likely to  reach 12 pct of the workforce by the end of 1988.      The report said inflation should slow and domestic demand  pick up in the second half of this year. But both data are  likely to be worse than those recorded in 1986, it added.      The OECD forecast a 2.75 pct rise in consumer prices for  the second half of this year, a one pct drop from the first six  months. The slowdown would bring the inflation rate to 3.25 pct  for the whole year, sharply up from last year's 2.2 pct.  "
