,drugName,condition,review,rating,date,usefulCount
76100,Portia,Birth Control,"""I&#039;ve only been on this birth control for about a month and I already don&#039;t like it.  I&#039;ve been spotting for about 2 weeks now, I get head aches, vivid nightmares, gained weight, terrible mood swings. The list goes on... The reason why I switched birth controls was because my last one (the depo shot) was giving me extremely bad head aches and cramps. Also I bled for 3 whole months while being on it. I just want to find a birth control that fits me and doesn&#039;t give me all of these symptoms.""",3,16-Nov-15,3
75897,Temazepam,Insomnia,"""I could easily fall asleep within 10-15 minutes after taking my Restoril.""",10,2-Sep-08,124
102361,Clindamycin / tretinoin,Acne,"""When i first started using Ziana, i only had acne in between my eyebrows, chin, and the nose area. My acne worsened while using it and then it got better. But after about 4 months of using it, it became ineffective. So i now have acne between my eyebrows, chin, cheeks, forehead, and the nose area. Its great at first but after a while it made my face even worse than before i used the product.""",7,9-Mar-15,8
36720,Meperidine,Pain,"""For those of you having trouble finding Demerol or any other hard to find analgesics, or any medication for that matter, forget big chains. Try going to the closest hospital pharmacy. They tend to carry things that other pharmacies do not. They also are able to more order things much easier because as a hospital, they must have these things available for people with allergies, etc. I wish the FDA/DEA would realize how harmful NSAIDs (especially ibuprofen) can be, and that everyone is different. What works for one may have horrible side effects for another. When taken responsibly narcotic analgesics are less harmful to the body, and this is a subject that i have researched extensively. For now, try bringing ur scrip to the hospital pharmacy!""",10,8-Sep-16,12
184514,Hydroxyzine,Anxiety,"""Didn&#039;t help, just made me tired.""",1,20-Jul-12,38
115461,Propofol,Anesthesia,"""Just received a D&amp;C today and had to be put to sleep with propofol and I must tell you it is amazing. I was so scared to be put under because this was my first surgery. I&#039;m 21. The anesthesiologist talked to me the whole time. When the medication was injected into my IV it wasn&#039;t painful but it did go up my shoulder and I could actually taste it but after that all I remember was looking at the clock and them strapping me down on the surgery table and then I was in recovery. It&#039;s that simple. It&#039;s just like a regular nap. I woke up tired but no nausea, I wasn&#039;t groggy, no headache. I felt great. Would definitely do this medicine again. Hope this helps for those who are afraid like I was. Don&#039;t be. It&#039;s as easy as 123.""",10,21-May-14,41
50107,Gabapentin,Migraine,"""I started having migraine headaches when I was 14.  The first time I had one, I was sitting in Biology class and could not see the faces of other students around me.  I was terrified and had a panic attack.  The school nurse thought I was on drugs and called my mother who immediately took me to a doctor.  The migraines continued through out my life and caused me difficulty in my employment.  I am a solo practitioner lawyer.  When I would get one in court, I could not see, speak or think.  Obviously, I had migraines with an aura. My family doctor only treated the pain, but finally I went to a psychiatrist and he prescribed Gabapentin and Lexapro.  My migraines stopped completely.  It has been seven months now and I am migraine free.""",10,6-Jun-15,80
108793,Nexplanon,Birth Control,"""I had nexplanon inserted of February 2017. Prior to that for about 2 weeks I was so depressed I didn&#039;t want to get out of bed, I already have been clinically diagnosed with depression and anxiety and nexplanon made it worse. A week from insertion I bled nonstop, the longest time not bleeding was about 5 days and my longest period was about 47 days of heavy crampy bleeding. I felt insane and not like myself at all, I would get mad at my partner for the littlest things and I was an  extremely angry person which is totally unlike me. After bleeding so heavy that I became anemic, I decided to have it taken out and since then I have felt GREAT I decided to switch to the IUD (kyleena) got it inserted a couple weeks ago I am loving it!""",2,3-Oct-17,2
122952,Ethinyl estradiol / norgestrel,Birth Control,"""I have been taking Cryselle for just over two years, and have been fighting depression, weight gain, terrible heafaches, and anxiety attacks for the entire duration. I live a very stressful life, but I was always optimistic and could fight through it. Until I started taking this pill. After about 3 months, I tried to commit suicide, my depression has become debilitating, and I have anxiety attacks at the most random moments, without any triggers. I&#039;ve been off the pill for about a week, and my mood is already improving. This pill changed who I am completely. I lost my friends and became distant, all because of the depression. I&#039;m not sure how to be me again, or who me even is anymore. Be careful, and watch out for any side effects.""",1,4-Aug-15,3
222655,Topamax,Migraine Prevention,"""Had migraines for 7 years. Take Fioricet for pain, which works well, but I wanted to try prevention. My doctor had already tried Gabapentin, Sumatriptan, and Propranolol, all of which had side effects but did nothing for migraines. Next came Topamax. Side effects were: Slight change of taste (sodas tasted flat, bread tasted sweeter), and gradual loss of memory and concentration, such that it was hard to read or study an issue at work and be able to understand it. It did not affect my eating habits or energy levels, did not affect my weight at all. It also did nothing for my migraines. It severely impeded my ability to think and thus my ability to work in the tech field, so I stopped taking it, and my work performance improved drastically.""",1,28-Oct-16,35
120498,Dapagliflozin,"Diabetes, Type 2","""(on for 4 months) Worked well so I did not take as much insulin - had one yeast infection that stopped after fluconazole-I did NOT lose weight despite eating better with this. Major side effect of hair loss so I am stopping - my numbers were fine before this and the hair loss (and crappy texture) is so not worth it...doctor never mentioned hair loss as a side effect.""",6,14-Sep-16,26
14253,Myrbetriq,Overactive Bladde,"""This medication has changed my life.  I could tell a difference with this medicine within a day or two of taking it.  I can now leave my home and not worry about where the restrooms are located every where I go.  I don&#039;t have to worry about having an &quot;accident&quot; on my way to the restroom.  I can sleep all through the night.  Only problem is, yesterday I received a letter from my insurance company stating it is no longer covered under my pharmacy benefit plan.  So I can&#039;t afford to continue taking Myrbetriq.""",9,28-Feb-14,114
181495,Prozac,Anxiety and Stress,"""Today is only my first day, and I have to say I got really angry with something that happened at work and normally I can shrug this off, but it&#039;s like I couldn&#039;t control it, and was super quite that morning then through the day I felt better. I&#039;ve had headaches and bad diarrhea. The headache happened before the medicine so I&#039;m not sure it&#039;s related and very slight nausea. I&#039;ll blog again once a little more time has passed.""",6,8-Aug-14,51
102672,Aripiprazole,Bipolar Disorde,"""My son suffer from biopolar and really loves his manic episode. It was a constant fight to get him to take his Medication. I was at lost with his violent episodes, No sleeping and all that comes with this condition. When the doctor recommended injection I admit I was scared I saw some bad reviews but 
I felt there was no other solution after 3 days he started coming down. It&#039;s now been 1 month and all I can say is thank god for this  medication. And thank god it comes in injection. The only side effect at the moment is that he is tired. But next month he will get 300 and then 200.I taught I lost my son for good but this saved my son and our family. Nothing but good review till now. My son is 18 yrs old.""",10,24-Sep-15,6
115019,Diazepam,Anxiety,"""I took Valium for nearly 20 yrs for anxiety and functioned just great. My Dr retired and I had to find another. He is weening me off, now down to 2.5mg twice a day. I am miserable ! I&#039;m stuck in my home, can&#039;t sleep, and my heart and stomach are going wild. I don&#039;t know how much more of this I can stand ! I feel I&#039;m going to have a heart attack, I&#039;ve lost so much weight I look terrible. And my Dr doesn&#039;t seem to notice or even care. He says he cannot be writing for it. I am not a dope head. I am a 53 yr old grandma who needs help. My children worry about me all the time. What is a person to do ?? Go to the street ?? I don&#039;t know that kinda life and don&#039;t want to. I can&#039;t afford a psychiatrist, just a Dr that cares !""",9,14-Oct-15,156
82573,Hysingla ER,Pain,"""I haven&#039;t taken this Rx for long but it definitely is *not* the best option if you have no breakthrough meds. I&#039;m on 30mg which is to last 24 hours. I&#039;d say it does for 18. It&#039;s not horrible but I do think people will keep complaining until they are on a higher dose. The oral bioavailability of this drug is actually lower than Norco. I take Norco 10/325 tid and combined with the Hysingla it&#039;s not the worse... but I feel little relief during the day. It does however help me a bit at night. I think docs need to give higher doses than what they are of this med because it&#039;s a 24 hour med... 30mgs in 24 hours is not a lot. Well, at least I have my Norco 10/325 to help. Also, I think this med would work better if taken twice daily! But not the worst med!""",6,1-Mar-17,19
89107,Celexa,Anxiety and Stress,"""Completely changed my life. I was having severe anxiety accompanied with frequent panic attacks and was feeling hopeless about improvement. 

First two weeks on Celexa were terrible, but I can&#039;t necessary attribute all symptoms as side effects because my anxiety was so bad it could have been that.  I was waking up with night terrors, had extreme fatigue, dizziness, and dissociation. But then at some point I forgot about my anxiety and was living a normal life again. 

I started at 10 mg and went to 20 mg before coming back down to 10 mg due to improvement.  After about 6 months I weaned off the drug completely and have only mild anxiety relapses currently.""",10,20-Jul-17,63
4820,Belviq,Weight Loss,"""I have been on belviq for two weeks and am down seven pounds. I&#039;m excited to see how much I can lose. 
I have struggled with weight off and on over the years but I have four kids and have not paid much attention to my own health. The side effects are minimal. I think it is pricey but it works and that makes it worth it.""",10,24-Feb-15,118
76802,Lorcaserin,Weight Loss,"""Just started belviq 1.5 weeks ago.  No changes for the positive yet.  Never been so exhausted in my life, if the fatigue continues this bad I will stop taking med.""",1,15-Mar-16,11
163225,Propafenone,Atrial Fibrillation,"""I have been on Rythmol 425 for 9 months.  It seems to have controlled my atrial fibrillation as I know of only a couple occurrences since I started the Rythmol.  Side effects have diminished but still have bouts of fatigue and constipation.  This medicine seems to be okay but I hate taking something continuously at 51 years old.""",9,5-Dec-10,31
151105,OxyContin,Chronic Pain,"""I suffer with Elhers Danlos .  This med Oxycontin has given me back my life.  I take 15mg twice day.  I can&#039;t get out of bed without it!""",10,15-Mar-13,56
112524,Lunesta,Insomnia,"""I was taking Ambien 15mg for awhile but my body built a tolerance to it.  Over 2 weeks ago my doctor changed my prescription to Lunesta 3mg.  I finally got up the nerve to take it after doing all the research.   This is the first I have taken and I must say the aftertaste after about 5 minutes of taking it is absolutely HORRIBLE.  Even breathing in through my mouth or nose heightens it.  It strongly reminds me of how my mouth would taste after taking chemotherapy for cancer.   It&#039;s causing a horrible flashback for me.  This will be the first and last Lunesta I take.  You also can&#039;t eat or drink anything as it tastes horrible too.  I guess I will have to go back to Ambien.""",6,28-Sep-16,23
92509,Ondansetron,Nausea/Vomiting,"""Last night I had severe diarhhea and stomach pain and dizziness, maybe I was dehydrated from the stomach bug so I went to the ER and they said they were going to give me Zofran, which I have a phobia of trying new pills but my stomach hurt so bad, I told the nurse I&#039;d break it in half till I seen how small it was, and she said just let it dissolve on your tongue so I did and it had a strawberry flavor which I told her wow this taste good, and within about 5 minutes my nausea had gotten so much better, even relaxed me a bit, I&#039;m telling you folks if you have the stomach bug or stomach aches, give this a shot I had no side effects at all, maybe a little sleepiness but like others I&#039;ll take that over the stomach pain, thanks Zofran.""",10,8-Feb-15,40
104598,Ethinyl estradiol / levonorgestrel,Birth Control,"""I am on my first pack and I have to say I am so happy I changed from Loestrin 24 (I actually still had 7 days left). I have had light spotting for the first few days and that&#039;s it. I think really sticking to the same time every day is the key to limiting side effects, like within the hour everyday for real. Some breakouts on my chest and a little on my face but that normally happens anytime. I changed pills. I think I have tried everything that is out there and this is the best.""",8,14-Jun-11,3
58183,Acetaminophen / hydrocodone,Pain,"""This helped me a lot. I have been having severe back and feet pains. Broke both my feet 2 years ago and it helps so much.""",9,29-May-09,20
38581,Liletta,Birth Control,"""I have had Liletta for over a year, and have had zero complaints. I no longer get a period (they went away around month 11.) I have no pain or discomfort from it, though I did the first 4-5 days after insertion. It has prevented me from pregnancy, it has not made me gain weight or have any other negative affects. My breasts aren&#039;t tender because of the hormones, no mood swings, no acne. None of the common complaints of the pill, this is 1000000 times than the Depo Prevera Shot, which I HATED. Don&#039;t ever get the shot done, trust me, it&#039;s God awful. Liletta definitely beats the pill, too. I will be getting this reinserted after my next pregnancy.""",10,10-Apr-17,8
51168,Azithromycin,Chlamydia Infection,"""Took 4 pills at once, doctor said symptoms would go away immediately but I am still experiencing symptoms 1 month later. Symptoms did get mild for a sort week but eventually it got back to being worse.""",1,7-Jan-16,3
189157,Oxycodone,Chronic Pain,"""I&#039;ve had orbital implants,kneck surgery, and I am a juvenile diabetic since I was a year old now I&#039;m 50. the pain in my head,kneck, and right arm and the neuropathy in both feet r very very painful. I&#039;ve been on doxycycline x 6 yrs. it works great but if your treating chronic pain take it when it&#039;s time don&#039;t wait till pain it at its worse it works consistently better.""",10,29-Aug-16,26
48196,Trimethoprim,Urinary Tract Infection,"""I was getting daily migraines on this drug. Half-way through the course I decided to stop taking my daily dose, after a really awful migraine that I needed to take sumatriptan to clear up.

Another doctor had prescribed me another antibiotic for UTI earlier in the year. I had no problems then.""",1,5-Jan-16,5
164032,Fluorouracil,Basal Cell Carcinoma,"""Was prescribed Carac for use on arms, chest and face 7 years ago. At that time the cream did smooth my skin. After years of discontinued use, my skin where I applied Carac is horrible.""",1,12-Nov-15,17
12455,Ortho Micronor,Birth Control,"""I have been on this pill for about 5 months now. I still have a period even though you aren&#039;t supposed to get one with this pill. My periods used to be 3-4 days but now they&#039;re a long 7-8 days. My periods were regular but now they are irregular. But as for birth control, this works pretty well. I take it every day at the same time and have never missed a pill. I do feel nauseated when I take it without a meal. I&#039;ve always had hormonal acne but it has not made it any worse. The only con to this pill is that you feel bloated all the time. I&#039;ve had unprotected sex and protected sex with this pill and have had no babies.""",7,27-Dec-16,8
188836,Prevacid,GERD,"""I have tried this in the past and it works so much better then others I have tried.  Now when I do use it I can eat my lemons LOL""",10,8-Feb-16,13
224712,Bupropion,Depression,"""First of all, I did not begin taking this or any other antidepressants specifically for depression. I was severely bulimic when I first started taking antidepressants, because it&#039;s fair to say that I was also depressed at the time. Prozac and Lexapro both made me incredibly tired so I didn&#039;t stick with either of those for longer than a few months. Bupropion is literally my miracle drug. I started taking it in July of 2016 and still take it as of April 2017 and have no plans of stopping. I told my doctor I feel NORMAL. I can focus when I need to, I have zero problems sleeping, I&#039;ve lost 20 lbs putting me back at my personal ideal body weight (5&#039;3, 120). I honestly don&#039;t think I could have recovered from my eating disorder without it.""",10,10-Apr-17,21
153302,Doxycycline,Acne,"""I have been taking the doxycycline for about 1 week now consistently and I have seen tremendous change. One thing about is medication is that you must have patience. It will get worse before it gets better! In addition to taking the doxycycline I also used adapalene to control the breakouts that the doxycycline pushes out. This is coming from someone that has dealt with acne for years and has never found anything that works.""",8,17-Dec-14,59
115379,Propofol,Anesthesia,"""I was given propofol 3 years ago when I had total joint replacement surgery, and it was a very positive experience.  The onset of sedation was almost immediate.  I remember talking to one of the nurses in the operating room, and the next thing I knew I was back in my hospital room feeling awake and as though nothing had happened.  In fact, I kept asking the nurse if she was sure I had already had the surgery.  Another very positive aspect of propofol over other anesthesia was that I didn&#039;t need a breathing tube, because I was breathing on my own during the operation.  I plan to request propathol sedation in the future if I should need any other surgery,""",10,17-Feb-16,9
26056,Sprintec,Birth Control,"""So I decided to give this birthcontrol a try and absolutely regret my decision. I had absolutely heavy flow whenever my period hit, cramps that made me double over in pain, and it was to the point that I had trouble walking normal due to my period being so heavy. I went back to my old birth control and had no problems like this. It was to the point that I was begged to be changed back to my old birth control.""",1,15-Nov-17,0
78659,OnabotulinumtoxinA,Overactive Bladde,"""Have suffered from leaking all my life which became so much worse as l passed the menopause. Saw consultant for years who then said he could not help me. I was devastated. 
Then saw another who gave me several different tablets to use together although that wasn&#039;t the norm. Then offered me Botox. It worked beautifully straight away. My whole life changed for the better. Had the treatment twice and then a totally different illness became evident and l had an operation.
Applied to have the Botox again and l am having it for the third time next week. I&#039;m so pleased.
Shame for those it didn&#039;t work well for but for me it&#039;s a life changer.""",10,2-Sep-16,62
156636,Dulaglutide,"Diabetes, Type 2","""I have been taking Trulicity for 12 weeks and lost 8lbs and my sugars are the lowest they have ever been. I have not had an A1C done since I started this medication but I am sure it has dropped. I do experience some of the side effects such as nausea and tiredness and I have no appetite at all and when I do eat I am full very quickly. I am on the higher dose and I have reduced the amount of Lantus I take by 20units daily. I do experience morning lows a lot more but a glass of OJ helps. I am anxious to see my doctor and get an A1C done.""",9,5-Jan-17,17
18752,Aptensio XR,ADHD,"""My 9 year old has been on 40mg for almost 6 months now. It worked great for the first 4 months, then its effectiveness wore off. He developed a &quot;TIC&quot; about a month and a half ago, and then a month ago he started getting very moody. Its just gotten worse as the time goes on. This is frustrating because we have tried a bunch of medicines and 2 have worked but it seems after 6 months the side effects hit full force.""",5,1-Feb-17,6
67240,Omeprazole,Barrett's Esophagus,"""I have had GERD and Barrett&#039;s esophagus for many years and have been taking 20mg of omeprazole every day in the morning since the drug was approved by the FDA (early 1990&#039;s?). It has changed my life by eliminating the constant pain of severe heartburn with little to no side effects (I guess I&#039;m lucky in that respect). My ENT doc says I will need to be on this drug for the rest of my life to ward off the potential of the Barrett&#039;s turning into esophageal cancer. Not to mention the comfort I am getting and the food choices I can make that no longer bother me and trigger heartburn.""",10,26-Jul-17,9
25477,Finasteride,Androgenetic Alopecia,"""After 1 month of using Propecia, I noticed a decrease in the loss of hair after a shower. Now in my 4th month of use, there is a notable difference in the thickness of my hair, and some growth noted!""",9,8-May-10,56
162899,Rapaflo,Benign Prostatic Hyperplasia,"""I can only say it will make urination easier but it also will make a satisfying climax with ejaculation a fond distant memory.  IT TAKES A LONG time to wear off so you dont need to take it daily.""",8,21-Oct-13,86
201817,Duexis,Osteoarthritis,"""Over priced for what is essentially 4 Advil with a Pepcid.""",4,31-Aug-16,7
102296,Clindamycin / tretinoin,Acne,"""I have had minor acne since sophomore year of college (now graduated). I&#039;m afraid my dermatologist has not been good about following up with me long-term, so I&#039;ve probably been misusing the medication for a while. 
It clears up my clogged pores really nicely (yay!) but there are still lots of blackheads and sometimes the clogged pores stay there a long time. I&#039;m a skin picker (bad) so that has aggravated my acne from touching my face and caused some minimal scarring which I can easily cover up with makeup. One of my least favorite things about this medicine is that, although it clears most of my clogged pores, I have noticed an increase in painful cystic acne around hotspots (potentially due to the onset of hormonal acne).""",3,16-Jul-16,2
18044,Ethinyl estradiol / etonogestrel,Birth Control,"""I&#039;ve been on the Nuvaring since about August and I love it!  I&#039;d been on and off the pill for about 4 years and hated it.  I was on it for about a month before switching to the Nuvaring and it was awful.  I got sick everyday and just didn&#039;t feel like doing anything.  My doctor suggested Nuvaring and I went for it.  My periods are predictable and so much lighter (I only get it for a couple of days before I put in my new ring).  I haven&#039;t had any weight gain, except for my breasts got two sizes bigger.  My acne cleared up, though I do break out when I get my period.  I don&#039;t have to worry if I&#039;ve forgotten to take my pill or if I&#039;m taking it at the same time everyday.  I have my cell alert me when it needs to be taken out and go back in as well.""",10,9-Feb-12,2
88462,Adderall,ADHD,"""I&#039;ve been taking Adderall for 3 years and have experienced extreme nervousness, loss of appetite, trouble sleeping, dry mouth, dizziness etc. Adderall is not for all.""",5,20-Sep-10,20
135331,Tamiflu,Influenza,"""Thursday started feeling like a cold was coming on, woke up Friday to a horrible headache, lower backache and fever. Felt paralyzed at one point in the worst pain. Went to doctor it was flu and pneumonia. She prescribed Tamiflu explained may be side effects. Well I was desperate. I took it and I didn&#039;t feel the best that night just slept but the next day I almost felt totally better! Thank the Lord with prayers and this medicine I am doing much better. Eat with it because it can make you a little nausea. Maybe a little dizzy too but way better than what I was feeling!!!""",10,7-May-17,0
126282,Viibryd,Depression,"""I had dysthymia, low level but nagging depression after dealing with elderly parents, their health and emotional issues, resulting ultimately in moving them out of their home: father into nursing home and mother into assisted living. Watched as father died a slow natural death after years of health problems. Started Viibryd and on day four felt better. When titrating to 40mg felt bad physically in general, so have stayed on 20mg; been there for several weeks. I feel like the old me, not irritable and snappy, especially with my husband.  Feel more positive, confident and outgoing. I will be 57 in a few days. The bad: increased appetite especially for sweets and at night and 10  lb weight gain. 
""",10,7-Jan-12,32
222155,Rozerem,Insomnia,"""I was concerned because when I take this medicine I have the most bizarre dreams. I mean they are really out there and the funny thing is I remember them, and and go back if I think about them and continue the dream.  To me this would be ok if the dreams were pleasant but they are not always.""",9,21-Sep-12,51
103631,Synthroid,"Hypothyroidism, After Thyroid Removal","""Synthroid seems to work well, but still working to get to the correct dosage.  Currently, my dose is too high and I see my doctor next week to adjust.  Feel fine, but have daily armpit and back sweat. Will be really glad when that stops as it&#039;s difficult to work at client sites when your shirt is soaked.""",8,7-Aug-11,32
66561,Seroquel,Bipolar Disorde,"""I have started to take 200 mg in July 2015. I have gained weight to much , nearly 20 kg. I have taken 100 mg in December 2015 and now I have been taking 50 mg. I want to quit Seroquel. Because I feel like zombie . I sleep very well but I can&#039;t get up early and I often go to work too late. During the day I feel tired and asleep. For mind and brain is good but damages of Seroquel is more than benefits of it , I think. It does addiction . I want to quit it or I want to take 25 mg any more.""",3,29-Apr-16,21
194876,Levetiracetam,Seizures,"""Currently taking this medication also.  Have told my doctor about side effects. Told me that &quot;I must be taking it at the wrong&quot;.  I had to show him issues from manufacture and from pharmacy.  Changed dosages from twice a day to only once, but I have to eat a lot to get rid of the dizziness each morning.  Feel that my issues were caused by drop in glucose levels, but doctor has stated that would not cause this also....""",3,5-Nov-13,3
157182,Differin,Acne,"""I began using Differin after I had an experience with some mild acne. The first two weeks were horrible - my acne went from mild to severe in a matter of days. However, that &#039;s how the medicine works. It pushes the acne out and allows your skin to heal. So even though the first two weeks are hell, it does work. Once the initial breakout clears you&#039;re home free.""",9,18-Jun-14,159
35637,Buprenorphine / naloxone,Opiate Dependence,"""My personal experience with suboxone is good so far. I have been on prescribed Fentanyl Patch 25 much/ 48 hrs. I have dropped to this dose over the last year. (I also left the old patch on). I have been on opiates for 12 years full time prescribed. At my highest prescription I was using 180mg of Oxycodone and 180 mg of morphine per day. I have had several adjustments on medicine including extended release doses. 5 years ago I was put on 50 mug of Fanta to with 3-10 mg Oxys per day for breakthrough. I started leaving my old patches on to increase my daily dose. This last year I tapered Down to 25 mcg patches for 48 hours.( still leaving my old patches on.) I went to a doctor that prescribes Suboxone. Lucky for me my insurance pays for Suboxone. He gave me the 8/2 mg strips. I take 1/2 a strip twice a day. I was checking every forum to see how long I needed to wait to start the suboxone. The replies are all very different. Some say 16 hours, most day 24. Others say 48-36-72 hours. Yikes! How do I keep out of precipitated withdrawals! I already have withdrawals every other day on my patch!... so I removed my patch last night around 5 pm. (I already have my suboxone script at home. ) so I started feeling withdrawal symptoms coming on around 11 pm. They didn&#039;t get super intense. I checked the cows scale as many articles suggested but only scored mild.. had the stretching of limbs symptom, anxiety.. so I took a half of a strip which was the suggested dose. I took it at 12 noon today. That&#039;s only 19-20 hours. I was in withdrawals, but not the worst I have ever had. I was scared of the precipitated withdrawals I heard about. 10-15 minutes after I took it, I felt a hot sensation wash over me. Thought I would get those withdrawals, but I took a quick bath, laid down for an hour and. Is I feel pretty good. Took my withdrawals away. I still have some muscle pain, but not the kind that come from withdrawals. Suboxone stopped the withdrawals right away. No headaches or sick feeling. Not high, but even my regular dose meds haven&#039;t made me high for years... so if your guessing on when it&#039;s ok to take suboxone after opiates, and fentanyl seems to be the highest strength, then I day shoot for 24 hours. If you are not in withdrawals at 24, then wait until you are.. if you are in withdrawals before 24 hours then just wait as long as you can. You will know when it&#039;s too bad to wait anymore. You know your body... you can always take half the amount prescribed and see how it reacts if your are afraid of precipitated withdrawals. Trust me, it will stop the withdrawals within a half hour. I have not gotten the precipices withdrawals so far. Hope this helps someone. Good luck to you!""",9,27-May-17,24
132464,Doxepin,Depression,"""This stuff garbage woke up hyper and shortness breath I thought this med suppose to make me sleep ??? Just horrible med!!! All these side effects listed too be carefull!! I&#039;m better off with my anxiety sleeplessness""",1,3-Aug-17,6
130128,Levonorgestrel,Emergency Contraception,"""So me &amp; a friend got really drunk &amp; we ended up having sex, which I only have flashbacks of. He doesn&#039;t remember anything so I chose to tell him we didn&#039;t do it because I didn&#039;t want him to know he was the one who took my virginity. So I took the pill about 40 hours after, I was extremely scared!! Only thinking the worst. Then 7 long days later, I got my period!!! I had really bad cramping. I wanted to share my story because a lot of yours helped me calm my nerves! Xoxo""",10,17-Sep-14,110
133458,Tri-Sprintec,Birth Control,"""I&#039;ve been on Tri-Sprintec since I was 16, and I&#039;m almost 21 now.  When I started taking it, the only thing I noticed is that I went from an A to a C cup in bra size.  Lately I&#039;ve had the most ridiculous PMS and mood swings.""",7,8-Mar-10,9
226894,Etonogestrel,Birth Control,"""The idea of this is great. I got mine put in on July 24,14 &amp; taken out Jan 19,15. I get sick with pill birth control &amp; recently moved to Florida so I got it put in. I had no bleeding for 2 months then all of a sudden it never stopped. I was miserable and depressed with always bleeding and never being able to be intimate. I have friends with great experiences but this wasn&#039;t the case for me. They put me on birth control pills to help the bleeding it helped until the pills ran out. Ultimately after 2 months of constant bleeding I went in to a different doctor becuase I&#039;m now out of the state I got it put in just for a consultation and she immediately offered to take it out.""",4,19-Jan-15,18
227090,Etonogestrel,Birth Control,"""I had this put in a little over a year ago. Wanted something long lasting as I knew I didn&#039;t want kids for a while (I was 17) and I can&#039;t take pills during Basic Training. No period for a year. A month ago my breasts started swelling up terribly, I gained about 7 lbs, and I become very moody. (Thought I was pregnant) This could be because I just graduated and am training for 5 months very soon, but I think the bar is mainly to blame. My period started yesterday-heavily. I haven&#039;t had it for 14 months. I think it&#039;s still worth it though (my insurance covers it). No real responsibility and time without the period was nice. """,9,10-Jun-14,11
104741,Ethinyl estradiol / levonorgestrel,Birth Control,"""I have been on Seasonique since January. I have been spotting and having break through bleeding. I was taken off last week because I have had a period for 10 days now. It&#039;s not for everyone.""",1,5-Sep-10,3
100932,Orlistat,Obesity,"""I began taking orlistat, Xenical 120mg three times a day with meals for the treatment of obesity. I am 18, female and weighed 21stone 9lbs as of 22/07/13. I have been taking the Xenical for just a week and have experienced very few side effects slightly more gastric distress (flatulence and the occasional oily excrement but that is as a result of my ignorance to food and fat) but I am delighted to find that after only a week I have lost 14pounds and now weigh 20stone 9lbs I appreciate that I am still overweight, but I have lost 1 stone and 9inches in total from various areas of my body and am extraordinarily surprised to find myself revealing in such success. """,10,29-Jul-13,72
145894,Qsymia,Obesity,"""5&#039;8&quot; 220lb female. Currently on day 9 of the 14 day low dose trial. I have lost 5 lbs. so far. I have been doing a low carb diet since I started Qsymia and find I have 
very little appetite. I&#039;m comfortable with a protein bar or a piece of cheese or meat for my meals. I drink plenty of water as diet drinks taste flat and extra sweet. I too have no desire for what was my favorite indulgence of a glass or two of wine at night. I read somewhere Qsymia is used to treat alchoholism and I can see why. Today was the first day I felt a bit hungry, so I&#039;m thinking of moving to the next higher dose a few days early. My goal is to lose 60 lbs and lower my extremely high cholesterol so I don&#039;t have to go on meds. I also find I have a decent amount of energy.""",8,7-Mar-13,69
213276,Nuvigil,Depression,"""Nuvigil make me feel dizzy, tired and lazy. Nuvigil does dull appetite to the point of being forgetful on me, I will go back to Provigil.""",2,2-Mar-13,14
93254,Vortioxetine,Depression,"""Absolutely terrible. I switched to Brintellix from Lexapro because I was having some unpleasant side effects.  My doctor suggested this medication as it has &quot;no side effects.&quot; I&#039;ve been through several antidepressants, and may I tell you this is by far the worst one. Not only did I have horrific physical side effects such as vomiting after only the second dose of 5mg, but this stuff seemed to screw me up mentally - though that part could have also been due to Lexapro withdrawal. Regardless, Brintellix has made me realize how great Lexapro was. I&#039;ll take those side effects any day after this! Would not reccomend Brintellix - be wary of what your doctor tells you and research any medicine before taking it. Back to Lexapro...""",1,15-Jan-16,32
9772,Lo Loestrin Fe,Birth Control,"""I went on loestrin a little over two years ago, and I absolutely love it. I take it continuously and skip periods (best decision of my life, and no you don&#039;t have to have periods), sometimes I forget to take pills for up to 4 or 5 days in a row and it&#039;s like nothing ever happened. No weight gain, didn&#039;t positively or negatively effect my acne, only complaint is I&#039;m super dry and have a very low libido. Sex is almost painful. Other than that (pretty big) issue, it&#039;s great for me""",9,7-Jul-15,13
158325,Ziprasidone,Bipolar Disorde,"""Worst akathesia - anxiety, very hyper, pacing, tachycardia.""",1,14-Sep-09,33
165795,Levonorgestrel,Birth Control,"""I got the mirena after giving birth about 7 weeks post partum. I bleed terribly almost every day.  Terrible back pains and no energy. Sex went out the window. My doc said to give it three months to regulate but this sucks. I&#039;m bloated all the time and can&#039;t loose any weight. So far I&#039;m thinking its not worth it. Obviously, its doing its job but this is not fun and its ruining my sex life !!  Also been getting headaches that won&#039;t go away.""",2,22-Mar-17,4
49653,Ethinyl estradiol / levonorgestrel,Birth Control,"""I could only stick with this for like two weeks,  although I didn&#039;t spot or when I was on it I&#039;ve been bleeding for 6 days since stopping it, never bled that long in my life. Within the first four days I gained 3.5 lbs and my boobs shrank a cup size (?????) despite doing insanity workouts every day. I started to get red bumps like hives on my stomach and then when 4 cyst like pimples started on my  face simultaneously, I knew this was not going to work for me. Evidently, this is a very androgenic progestin pill. Yes, im taking this to prevent pregnancy but not willing to turn into a man to do so.""",2,23-Jul-15,2
